code1,code2
M31,N27
D89,V94
H10,L13
H01,K44
I50,T59
K13,L89
F34,T85
D61,M40
F45,H91
B45,G00
I20,M13
J38,K14
G04,H26
M79,T67
D72,D84
F90,I69
S10,T68
F45,N88
I72,Y83
C75,D34
E87,H26
G57,I77
J18,T58
E04,M88
D73,G63
N34,R33
H04,J02
R01,R07
J37,K59
C64,K66
L28,N19
G12,G83
H33,R09
D04,D64
A30,I70
E80,K83
J01,K86
R00,R30
M15,M67
A02,G25
J18,X92
I05,K20
G25,R13
G83,R32
J41,R53
D89,G72
D62,D89
C55,T66
E27,G83
G81,M75
A07,I25
R64,S10
G70,G95
D38,J96
K73,K92
K61,M05
D12,D47
E31,J96
I26,M72
C80,N13
G83,I82
M48,Q22
D31,D50
B15,K62
E32,K92
I70,M41
E05,G70
J42,S80
F03,G83
B87,E16
K62,R79
M76,Q66
E40,M47
D12,G90
F33,G54
C51,M85
I07,Q69
B00,H91
G82,K51
E73,N45
J98,R82
I49,L23
D51,M62
A04,F73
A31,D71
K82,T28
A31,I50
D24,D59
H69,R51
K86,L72
E16,J47
A52,R51
M62,R06
H10,K91
M11,M13
D13,J41
C31,R59
D64,L56
D75,Q39
G41,T87
F45,M79
L08,N97
H26,Q39
H36,S04
D72,L50
E27,Q68
I67,N39
I21,R51
D83,G00
G80,R57
I77,S25
A58,T73
C74,E87
N60,N87
J42,R51
A79,S98
B44,H60
C52,M21
E56,I35
D59,K25
E87,T59
L72,M93
G83,I77
R43,R53
A46,D64
J15,K50
J43,J47
K40,R79
M85,T66
C48,E29
A53,I73
I20,N46
K80,L08
M92,N60
I65,I98
S34,Y84
D09,D62
E27,T69
I67,Q24
I38,I79
L23,R51
R15,S10
C33,J69
N39,Y42
H52,N03
R11,T67
C72,C76
C72,R05
G60,R44
G30,R29
K76,M10
H10,N00
M35,Q68
I67,R11
C55,I26
E14,I74
C80,R26
L40,M33
I86,J13
D13,R21
F33,H02
C26,K83
K02,R63
D52,R21
N50,Q62
C14,Q31
I12,N40
I50,M24
D59,I85
D42,R51
G95,J43
J32,R01
C43,T66
E40,I35
C18,J69
C34,T40
J32,Q31
J30,J38
C91,I33
A98,R09
D48,N62
D81,J15
D69,H47
G50,I20
K59,K80
K63,R18
E21,J44
A41,A50
B02,J66
F60,H40
K66,K86
D73,I27
I77,M08
I36,N28
E86,H60
E67,J06
B27,R17
E24,F33
E83,Q03
K02,Q23
C10,D68
R45,R60
I70,Q06
M89,R13
H40,T87
A20,S14
A40,I84
E86,L27
I02,J44
K58,L60
I12,I97
J13,J45
H16,P96
B02,L66
D62,E24
A81,D21
G90,M72
I42,K75
I86,R60
G45,J43
K80,S72
E85,I51
C50,N80
C60,J43
E14,T42
L89,M76
F48,G54
B82,G83
M20,M81
D61,J86
E28,F41
E73,R27
E03,M08
G95,M49
H73,K27
I13,M35
D33,I60
C62,N40
C05,K11
F48,F72
G81,R23
D64,T90
K92,R34
A40,N48
I12,K81
Q24,R19
I69,K66
J44,L25
F33,Y57
K63,Q84
K00,L30
C25,E14
B96,K86
C22,Q45
D53,J86
D59,K83
I42,I70
F50,H10
N70,N81
M75,S80
E86,M88
A18,J98
C15,F10
A31,R57
D61,L57
J12,J69
G43,M54
I84,N32
C80,D09
B36,K22
B74,I07
A36,T87
G25,M31
G56,H25
G47,J41
H43,T38
I95,L55
D72,R51
N71,S42
F40,K51
C50,M95
I05,R64
I82,K03
K58,N32
H11,M30
C76,K20
D51,K91
C00,K63
C71,M24
J96,R53
H57,R21
J30,K82
J41,M11
B00,I99
I70,I80
E72,S10
N19,N73
E83,R31
K35,K63
B45,B48
I26,S22
L51,M35
R07,R70
N19,R57
L87,L92
D62,I36
C53,E41
I50,J93
R31,R63
M86,Y64
I42,I47
A87,J64
E72,J96
K62,N45
D69,I77
I47,I50
C26,K65
A07,R00
E83,I12
I05,I80
B44,N17
A41,G10
I27,J69
C64,R79
C95,D31
R63,S10
G95,K13
M14,S98
P01,S72
G81,S49
E16,I74
J99,L53
C50,C91
D24,I05
T18,T55
F33,T58
B27,L53
L03,N63
I78,I82
E31,F03
K27,L50
C32,K92
A02,D16
L40,R01
A46,N61
K58,Q39
G37,S72
F60,R68
I70,K04
H66,M30
G04,L27
C34,J98
R57,T18
I70,Q40
C77,D68
C22,D61
M20,Q72
E58,J69
E78,Q23
E85,M05
L29,R45
T48,Y51
J14,L89
Q43,R55
I10,R51
L60,R21
A38,K76
G52,M51
E55,P15
C30,C76
F41,I73
G81,I49
H93,T15
K29,M43
D04,J34
I60,I95
J30,M48
D04,N70
R31,S31
I09,T85
H10,S70
A42,M45
H04,J30
A08,B25
C54,C80
D59,K65
K30,L84
C67,E41
G93,O87
B85,K91
K66,Y46
F71,R63
E86,T62
G30,L51
G63,M25
D80,R21
J39,S04
D01,D18
E22,J01
G25,L85
E54,I85
J96,T39
I87,S10
K59,S51
G20,Q03
A04,N35
C51,N75
K62,R27
C91,J02
B44,B47
H91,L13
I87,J96
D68,S35
A40,J01
I97,J42
H25,J47
G62,J30
I48,R57
Q23,Q43
C79,J05
B90,L03
H15,S05
J69,R05
J01,R53
R04,R51
H36,I50
M79,M84
C46,I87
A19,I12
F48,T58
E03,T28
F72,Q03
D02,D61
L08,M25
M88,R64
H69,S10
I70,J14
M46,S70
I47,R57
J04,K59
N50,Y83
D64,T50
B37,D69
A54,D45
H21,J36
D32,M19
E14,I84
N00,R29
A67,S03
A30,N42
B07,K66
D33,H91
M32,M54
M81,R05
I25,T50
M93,N17
K29,Y52
I21,S10
T43,Y87
D84,I77
C22,J41
G20,P15
A66,K56
B96,D59
K05,T78
K20,T80
C41,R32
D33,R94
D65,E40
L10,L98
I46,J96
M15,R13
I38,I40
B88,I83
P37,R63
J18,M45
I38,T38
E14,N48
D61,I20
I85,J69
K74,Q89
I69,R79
B96,I86
G81,Q05
R57,Y36
E63,R54
C76,R64
C52,I10
G82,T17
R40,T79
D62,J96
S10,Y60
J62,K62
D14,J93
C41,I82
G82,M86
G96,Q04
E85,R59
Q05,Q06
F72,P15
H10,K29
C75,D69
B35,M40
M24,R26
I51,L87
D41,I78
C88,D50
L58,R59
D86,J46
C64,N45
G20,R31
E56,K04
D53,I20
A41,M60
I42,M72
E86,K75
B27,J18
I48,R26
M05,R53
D68,J34
C72,D21
D64,G41
N36,R33
K03,Q24
H10,H31
E85,J15
I89,J67
L91,N62
G56,G81
J69,R55
M10,S82
C17,I80
L84,M20
I02,S83
C14,J38
B40,J15
L93,R51
D06,N90
A51,H46
D35,N61
I31,M32
E24,N89
J32,J38
M40,M54
H30,T85
E72,F03
G83,J69
C68,D48
G72,S06
K21,M25
H91,N00
D84,M08
M81,R55
C69,G52
F20,L60
N43,Q18
E40,K04
D04,D14
E28,J45
C23,K85
E22,F34
J43,Q62
E87,F20
K81,N28
K13,L10
C77,J47
I08,N75
L29,Q26
D02,J41
B67,S98
E86,I70
N28,Q21
M54,S14
F60,M81
A53,S37
N95,Q76
H93,I74
E25,M89
L57,T90
M93,R82
H05,J15
I82,N04
I35,I60
I77,T70
N13,R34
I26,K51
D39,D44
E21,N15
I67,L66
C65,D62
F60,N64
I80,N97
H36,R57
I77,K20
A87,R40
C66,R31
F70,L68
K41,R18
I11,Q28
D04,I69
A74,B34
C17,K04
E73,M75
F63,N00
F20,N71
H47,K50
I95,K92
D47,G51
T39,T42
B37,G04
J41,K59
H26,H73
J69,R39
D12,N43
H20,Q64
E85,R13
H73,J02
E16,I84
D68,K26
F70,Q66
R09,T90
M70,M76
B40,R13
C12,C79
G52,H53
Q60,Q64
E03,K20
E50,J12
C31,T66
D57,D62
G57,H36
H93,T42
I61,K70
D13,N83
G30,Q03
L57,L60
E78,H28
B96,C77
E27,I42
H25,I74
I02,T47
D37,K59
M79,R53
D64,N19
A81,B01
J69,R15
F42,F95
N28,R48
E78,H90
I74,R18
C92,J32
B83,J98
M31,M62
I25,N19
E16,N48
R07,T66
E34,K61
M21,R49
G72,K76
D86,J03
J42,L13
K22,L12
A06,K51
I95,R48
I42,N42
I09,I48
M81,R15
D59,H35
C79,T90
K01,K13
G03,J30
D39,Q50
J45,L50
H49,H93
F60,R06
M45,Q65
D83,M54
K66,N71
E40,J14
K02,K58
E73,K82
J13,Q79
G51,Q16
J43,N48
B37,G95
H28,H54
G03,R47
G56,M62
K81,R19
J02,R25
M15,M31
C61,R32
K29,Q45
D45,K63
E14,J01
L03,N26
E87,I37
L60,Q82
M22,M94
J66,J98
J64,K82
L08,L58
I49,J37
L08,M76
Q74,R57
C80,J39
B96,L60
E07,Q66
N95,R79
I69,N45
I20,Y89
T52,T56
C61,I82
I31,J39
E24,M43
A41,J13
C08,C79
K91,Q50
I42,M35
F50,G20
E83,M33
B26,R09
D50,D69
G52,G83
C00,J44
B80,N39
F34,K20
H44,T68
G72,G93
I70,M70
I69,K02
K02,N17
E23,T45
G83,H36
C94,S14
G95,M96
E73,P59
H83,J42
K08,R63
K31,T28
G54,M85
C75,G95
A07,K90
I49,I87
J02,R47
E71,M15
N48,R36
E88,K13
A27,R11
J85,K20
Q02,Q90
L89,Q43
D86,E88
B35,L57
A19,R79
G30,R31
I71,K28
G50,H46
H61,K30
A95,B01
A18,L05
G51,G92
I87,R61
N89,T27
D75,M19
M43,M79
F33,I87
H26,M19
B67,C79
D62,F03
D75,L29
I06,S06
I73,M00
K70,N39
D68,I69
R11,R53
E87,R35
H26,L29
R47,S70
H35,I13
B36,I79
Q89,R63
F42,L98
D21,I70
N36,N87
H01,P01
F34,M41
A40,K73
E73,M48
J04,L29
G23,H70
L10,M35
D15,I61
I69,Y62
H33,M62
R33,S72
G41,I61
J06,R63
L29,T67
I07,J13
I80,M23
J02,K14
B37,F50
E87,I47
F45,K22
D20,D38
J45,S80
H91,S70
G25,G61
H81,I36
I44,R03
C92,R05
J42,N00
K07,M77
B94,K75
J38,N28
I40,K92
G92,R18
K41,K44
D72,L13
R61,T45
B88,C79
Q31,R64
B08,C43
K44,K74
I78,J69
N94,Q61
A02,R82
H02,J42
C78,I27
C57,K66
G81,R40
I79,N28
E56,L30
K83,R18
I31,N39
D75,T84
K92,N84
G51,R48
E63,P21
A52,I15
F10,R04
D81,G32
G93,Q04
H26,T84
I13,T45
C63,M85
I69,R27
Q24,R07
C33,E51
F63,S70
I07,R60
G20,Q74
I65,R00
J96,K59
J20,J31
I11,N28
C38,C95
L58,M31
E78,K58
J43,N40
D44,E28
E22,I50
G43,G72
K25,M25
K22,T48
E56,K31
D73,M81
J15,J32
C21,E87
H57,R32
I35,R94
M41,M48
E23,T17
D18,G83
M76,R07
E03,R64
E14,F34
B96,Q39
E05,G20
B37,C95
E16,J01
K00,L89
A40,I50
H74,H80
F03,H47
D09,E87
D51,D56
D24,N63
B00,K22
J45,S15
P02,R04
D64,T27
H40,I61
E40,L30
E21,G60
G95,K62
F31,N30
D50,G04
C74,Q56
C09,E86
I26,T45
I81,R63
D89,G51
A49,N17
H05,K07
D24,D48
G47,R32
K56,Q75
C85,I49
J18,S72
I70,T13
N32,T66
J96,N63
G95,Y87
E40,K31
A01,C18
E83,J21
H93,I84
Q90,T85
B47,I73
R11,T39
I36,R07
F31,G93
I10,L13
C69,D64
F17,J96
I06,N30
A77,C02
D59,L90
I15,M81
D69,H36
J39,N95
C20,N89
H54,N04
E83,R01
E87,I46
G96,Q67
M25,R64
B90,I26
G81,M12
Q31,Q40
G80,Q24
G45,K62
G80,L08
D28,N90
C00,N30
E87,L98
G93,H05
D71,R04
H10,K30
H70,K51
M21,T38
B00,K80
C19,C20
E03,I21
H91,K29
I20,J45
L60,R32
E03,G40
I49,M95
E88,K28
I80,M25
H47,I09
J18,R17
F34,R64
D50,G95
C61,C65
G56,J70
D81,E83
H54,K11
D83,J20
I47,M32
I13,M86
E16,S04
R13,S51
H61,I11
A37,F03
F63,K29
A75,F60
B35,R36
I31,I40
E65,M62
D72,R61
I89,R79
H73,J30
F10,M15
C34,K86
C69,S05
B15,K22
A41,G83
D64,G80
I84,M19
K29,R21
G80,S72
C74,D50
D66,I62
F34,I80
R31,R82
D64,K40
A55,F10
J20,Q90
N63,T59
B86,I44
K62,M48
C79,G41
B35,I20
I84,M89
C41,J69
I25,K40
C54,K76
F03,I77
F33,I98
K58,M19
E86,N42
E22,R57
D72,I15
J01,K59
I26,T17
K20,K90
M25,Q37
I31,N03
H18,K11
G90,T45
F41,H69
I87,L21
I26,M86
E06,I80
E78,R82
E26,K20
G81,Q44
C34,D15
A40,N73
I84,N60
F34,I21
A40,R57
K91,L50
I49,N20
A39,J14
H60,R60
K51,R64
C21,R18
E16,F34
E21,L03
B37,R03
I20,O82
D73,L94
E63,T04
A40,N95
I21,S70
R09,R60
K58,N60
I35,I99
G45,H91
I12,L73
F68,R60
K27,L13
J42,S70
G91,T90
K70,T51
M12,M54
J20,J63
T42,T47
I02,L03
A52,K67
G12,I48
L40,L44
A07,I72
R06,R79
A31,L08
J01,N63
E14,K73
N95,R27
B25,I30
G54,J46
I49,Q89
C76,M21
D50,F50
D16,M23
A31,R11
C19,K91
G35,M81
I10,R61
I46,Q21
N00,R31
C46,L53
D48,L56
N19,N39
M24,R49
I01,I27
G41,H26
F42,M35
D89,E79
E22,L22
H47,Q60
G61,G91
A27,I25
F33,Q89
H90,S10
Q24,Q79
Q61,R42
H57,Y61
C01,K22
C80,P61
G95,M79
A41,Y84
I27,R42
I06,I43
Q04,Q75
C81,Y36
N19,Q24
D62,K92
I10,I15
M89,T87
D64,G25
K85,M25
F90,J41
G00,Q28
N50,X92
N63,T18
G70,K76
C79,N19
D51,K30
B02,E87
M89,Y64
C22,R32
C65,E27
C77,I84
N19,R11
G63,K27
E78,H50
J01,K05
E74,I25
E28,I73
F39,S10
G41,M15
D68,N89
N86,N99
B37,C80
H10,M54
C64,K82
I51,M81
M41,Q05
E53,M10
B00,C79
F39,J96
G45,M79
C22,I82
A54,K10
M79,N76
S10,W17
I74,L84
G20,J21
G10,G70
G90,T17
I86,T85
J31,R00
I51,N64
D56,N28
H65,J98
C77,N48
A18,I86
E14,I50
D25,N63
C85,T18
I27,I30
F84,M81
L94,N19
A67,I80
I51,I97
D45,J44
R04,R61
A52,K29
G93,J99
A53,R09
J02,M13
T79,Y61
I33,M51
B78,E41
G81,K25
M19,M20
H11,V91
A52,G03
D55,J69
F60,G30
K80,K90
D01,J98
I21,K29
I83,K63
K86,S37
C21,F06
F20,K05
D27,R34
I69,T79
I88,K20
I83,R15
M77,Q76
J42,K29
N76,T66
I84,T56
C75,C80
I51,K81
E20,J96
R27,S51
I20,S30
H35,I73
I49,R71
K52,M10
H73,S02
K27,N00
K91,R51
A52,B35
D72,S70
A20,M46
D86,J43
J44,M51
B34,K28
F95,R25
G20,N25
G50,Q04
M46,M54
A40,E05
C69,H11
C17,E40
I74,J42
D56,E03
G54,J03
R57,T68
J03,Q33
H40,M15
S88,T15
K76,Q62
D33,Q01
F22,L40
M93,N94
I05,I10
J15,K63
I48,N39
J32,R68
G04,M35
J15,Q34
D16,M25
C57,M33
J15,R15
M13,M20
K59,T57
M32,R25
C56,J98
N30,Y89
C78,Q62
E87,M35
I25,Q23
B74,L50
I51,R06
T69,Y44
I87,S85
D58,I11
H61,J20
K86,M11
H57,L20
L55,R60
F20,H73
D02,I82
I47,N39
I69,M75
H60,H93
C06,C78
K26,X92
K07,Q61
E26,R64
C69,J34
I20,M65
C01,D09
C95,E31
D13,J69
K30,M10
D86,M49
L93,N00
G03,G35
A53,N27
D21,M35
E87,S22
D38,F71
F68,G83
D59,J06
M19,T42
I47,Q24
P01,Y63
F91,K56
A81,R13
G63,I33
I71,R94
K07,K56
A30,T17
I51,Q72
B46,H36
C13,R94
K21,K27
J96,N26
I47,R11
N64,R60
L29,M14
I65,Y63
I70,L89
D09,G91
C15,T50
A32,B00
B02,R18
E23,R90
E83,Q78
L91,T48
N89,T81
C24,R63
G96,L74
D83,G72
C46,J18
G95,N36
I10,S70
G50,H05
C46,R33
J21,J31
D75,T46
C10,S04
H26,T46
C03,E87
K12,M13
F10,L71
G03,Q28
D50,R03
I61,Y62
E14,R57
G63,R36
A37,K92
M77,R79
I80,M91
K70,T80
H25,S04
D62,S85
E26,I21
E83,J38
C04,T85
J00,R07
K08,N17
I69,K82
M40,R25
R29,T59
L25,L98
G93,T40
D72,K29
I09,R64
J06,K58
E78,I35
C60,N36
K13,T19
H74,I83
B54,N41
D72,G03
F03,T28
B83,D15
D55,H36
E88,Y87
I80,Q00
A00,N70
I70,M61
R09,T69
N20,N21
A41,D66
E41,Q61
D71,H60
G93,H70
I06,M53
I50,K50
C92,J04
E24,R21
H47,J32
I45,J42
D86,K13
J44,R60
H91,K30
I42,T45
N83,R34
G36,G61
G83,R42
A04,E31
G58,R20
I83,S71
A52,Y44
L43,R60
M23,M85
I09,I80
H74,Q01
G30,J21
E41,K56
I27,N32
A59,I11
I69,P59
C22,C65
I20,I38
K21,Q43
R04,S70
I49,L53
J06,N17
F48,R17
H35,I07
B96,H73
H36,N39
R63,R78
L03,N97
J42,Y44
N40,N41
I13,R90
J20,L25
E83,G63
C34,C77
I77,M21
B75,F68
I46,T37
M79,R09
F41,R09
Y51,Y55
J45,L13
K67,N70
D64,T81
D73,L04
C94,J32
E86,K51
F33,L53
A88,J01
A87,E86
J46,N63
R06,R27
I25,T81
I87,M71
H10,J20
J15,S71
I80,S36
C95,S36
N04,Q64
G47,J69
I69,M48
I10,K29
I36,I95
H36,R11
I38,Q21
J18,R00
F70,R94
J15,Y50
K27,S70
A66,H11
B86,K70
E03,M21
L29,R53
C11,C75
G30,N25
J47,R63
C25,T18
I38,K92
B27,D04
G25,K85
A08,C34
E88,H91
A18,N32
C81,D51
S04,S10
G93,X95
G71,P00
I72,Q24
B37,S42
I71,I99
I72,L08
C79,K40
G82,N21
P55,T81
C34,L60
E87,K50
C77,S04
C51,I28
I72,R11
J32,M81
K66,M19
L51,R90
L57,M19
I81,N17
L12,R15
H00,H44
K66,L29
I13,Q35
C15,N19
J69,M67
A84,A93
N27,T81
B43,I80
E16,N95
G91,N19
I42,T17
L01,N89
I20,I73
Q82,R60
C93,J32
D66,H44
G72,K61
I60,R51
I84,N35
M81,S83
C81,K25
F41,F42
K30,Q27
K07,R20
B02,K44
E16,X92
J06,R82
M20,M95
M85,R04
I69,S49
C70,I61
B33,I20
E27,K20
K00,K03
K58,N35
H05,S68
C72,R59
G93,J98
K63,M10
E07,R94
N20,N50
E21,F31
E22,M32
M43,R26
B02,G91
B24,K29
H20,I12
K20,R18
Q60,R31
G52,H47
M70,Q65
K56,S88
J43,X92
G63,J02
M35,T70
B24,G03
A41,L92
F41,L50
C78,N64
D53,R54
N15,R31
E83,I27
C43,R04
I13,K63
I24,J96
D72,Y44
A28,J41
B05,I69
B96,L29
E75,R04
C78,I97
H02,H54
C90,M93
J41,M62
C72,J15
C88,D68
C74,H54
G03,N28
H30,I80
A82,G61
A02,K04
B02,E23
H91,M54
C14,R06
R00,R03
J60,R57
F72,Q78
N17,R60
K27,K29
C32,K06
F20,F73
E83,I45
K76,K81
I35,I83
K81,Q79
J32,R06
B24,B35
C79,G25
K80,Q64
M25,T13
C80,C81
K25,K27
K29,R32
C78,K81
D47,R94
M00,P96
G93,M06
I95,L84
C53,N89
G47,H36
A41,I42
K22,N19
I08,K28
Q06,R17
I49,J18
B35,H46
I49,R33
F63,M54
I77,K09
J64,R06
K20,Q84
K51,M21
C12,J96
J02,N28
F48,I25
C26,C76
I65,I72
F70,I99
H30,K04
H47,R55
I51,Y59
E63,T67
E87,I71
Q43,R59
A48,E29
B69,Q76
H28,I74
D69,M21
F33,J18
A82,C68
H54,L25
F33,R33
G93,L74
I78,R42
C72,R13
G44,X95
H60,H71
I83,J44
G82,N50
J44,Q68
C06,J96
E51,I50
B00,D89
L40,M81
B37,S06
E88,I99
J32,L94
J69,M05
E72,R34
I95,J42
A46,D61
C85,D51
C25,R40
C18,J33
K28,T87
J44,T69
R01,R51
A06,K63
B44,D69
L40,N64
G25,I61
A71,K85
A48,K60
E67,I51
I07,I42
A98,I67
F10,I70
I80,K27
L94,P03
F07,H10
G95,K52
J15,J44
C62,L08
R23,T45
L40,Y51
D00,K66
J44,Y84
F60,I87
A53,D52
G72,Q15
J46,L29
N86,N89
H72,R23
C67,N89
I37,J41
E41,G52
G50,T40
D59,L01
G52,S25
E86,T45
E07,I99
H90,L21
N30,S30
J01,K60
G43,G51
M48,R44
B34,H91
E21,G47
A04,J86
L22,N28
B96,F73
D47,G90
A66,I69
C01,R49
D72,R78
G62,L72
B37,G70
G50,H70
D14,I71
A41,C51
G12,R64
E16,L73
M21,P96
B85,J20
I10,M71
G56,K30
G81,H35
J39,L08
I69,J64
G82,N30
D50,S42
H61,R25
F33,R00
M06,Q74
K31,M21
F39,L21
E27,R64
A18,C18
H54,M93
A88,D33
I25,K58
B67,J96
F84,G30
D68,I62
Q67,R04
K20,K44
K12,N28
D02,J69
G54,J43
L03,M25
C67,I20
C11,C31
J12,J33
K86,R09
F90,R32
J43,L73
B37,K76
E55,F70
C93,R55
G82,G93
D74,R60
G30,Q78
N00,N25
D15,K75
D71,I70
K63,Q27
B15,D89
E29,G95
E87,R81
G41,K75
H50,T82
A48,G81
M10,R44
I80,Q43
A42,K90
C91,H70
G41,I37
K92,M49
C30,J15
K27,Y44
J04,M23
H61,R47
I01,M81
E72,E85
N48,R54
J45,S70
J96,M62
I44,J31
N45,Q63
C78,F22
C88,J47
A51,B36
K13,M93
T44,T56
H13,H25
A41,H47
M21,Q16
A36,F20
D27,N84
H10,L40
R71,R79
G95,K22
E22,N39
J42,M54
B86,R79
C51,K62
F31,F91
I10,R78
A03,A24
C22,H36
E87,I09
C06,L13
K10,P01
G45,L28
D47,H80
R25,T42
H01,I27
Q82,Y84
M12,R25
J41,J70
L44,L53
B37,C14
D01,K86
H33,K30
E03,I10
M81,S90
K75,K76
H25,N95
C15,K40
D73,E16
E86,T17
H61,K14
R26,S51
H31,N30
I50,Q60
F03,I21
E14,P22
L40,L94
E86,M86
K56,Q90
Q27,Q63
H91,J20
E22,R11
A46,R21
G45,K22
I46,R34
H44,J32
I95,K06
E73,K83
C25,Q44
A40,L08
F50,J13
K44,M75
F48,R00
G95,R26
D61,J99
D89,R94
A40,R11
G20,L87
D15,I47
D62,R34
A51,I06
C79,T81
B46,H57
J18,Y63
G30,G63
J01,Q70
A03,K81
G41,I47
N17,T69
J64,K83
R63,T78
J18,K90
C24,N17
I86,K20
K40,K41
G50,J98
F22,H01
F63,J20
L89,R54
C25,K41
I95,S20
H36,L66
C95,I20
C49,D75
F60,M95
L55,T73
A02,K31
D56,R07
M31,M54
M45,N28
B82,R64
N94,N99
F95,G51
L72,L92
H01,L87
D18,S03
G45,R26
L98,R34
I83,S73
I89,R23
F50,R60
H10,R25
T04,Y63
J98,R03
E53,F70
J34,J35
G60,H66
B85,Q65
I25,R82
I42,R90
I67,K44
N50,R11
L28,N94
C80,G92
J13,L50
J45,K29
F34,I10
D50,S06
H30,L30
K85,Q43
D68,R21
D73,J37
H70,K63
B52,F20
I61,R23
I13,N21
C02,C22
J04,M25
C78,G54
J69,R13
M06,P11
I44,Q90
M23,V97
G24,M43
K05,K13
F40,G93
R49,T17
A04,I33
K22,K40
C51,N88
G56,I11
K59,K92
M21,R48
J15,S73
M62,R33
I51,P08
E63,H21
K20,L51
D12,J96
C40,C68
G25,H26
Q06,R33
D64,J12
C16,K56
E05,G41
D73,I87
C09,G56
F10,M72
C77,N73
I43,R00
Q39,Q99
D44,E26
I08,K62
C43,L27
I65,R29
I12,I25
C81,E86
A04,R36
C77,N95
J47,K58
I87,T78
H73,H74
N83,N84
M06,M10
G00,H72
G00,I13
D62,E85
G41,I46
H60,T85
D50,G70
J43,M45
C00,T66
I08,Y87
C25,K25
D89,G90
C50,D39
D15,L98
M61,Q74
C09,C76
G41,L98
M77,T79
M85,M88
R09,T85
A04,I20
N39,T18
G23,R53
M84,R60
I73,K74
L87,M21
H91,Y43
L71,R55
J44,T73
L03,L58
F60,Q89
M81,R70
I99,K25
I74,M10
F31,H52
B67,F03
J32,L04
C73,E20
G51,K06
I71,Q01
E67,J15
B37,J31
S70,T04
G20,G23
C80,E27
K44,R23
I20,M11
A41,M08
C91,D81
D50,K76
L89,Y40
H33,M54
C31,R04
M33,R70
C25,I85
D45,L03
D24,J70
N73,N83
C02,D69
H72,K10
C34,D48
I42,Q87
D56,E78
M71,R60
K26,L08
K65,R09
G03,J45
D89,I99
Q04,Q90
L08,Y55
B96,N35
Q80,R60
B86,K02
G37,K44
D61,H70
A05,E25
G25,T59
D13,R42
C07,C43
H65,I86
G20,H40
K83,R12
E05,R56
E78,L30
I42,K63
L29,N63
B88,F03
G81,H51
R09,T75
K62,K83
M08,Q65
E05,N19
G37,G91
L90,T23
A17,G41
G21,K08
L27,L60
K14,R32
H40,L98
E22,T51
C41,N32
D01,I86
E78,K31
P11,Q04
A21,B45
A87,J06
B37,D00
K05,Q11
A21,B96
I80,J02
T69,Y43
J98,Q75
E23,N30
G30,L87
H01,H40
J02,J45
I79,I95
I07,I48
I07,M08
I50,J32
N87,Q50
E14,N39
F10,N42
I86,R64
D04,Q82
J15,N15
I11,I95
L41,R01
I71,K80
D31,J01
F50,H93
K59,L41
E23,G93
F50,G83
I69,M12
S70,X95
G54,M20
A42,D04
C10,D10
J45,Y44
E14,Q24
C70,L27
E14,L08
A27,E87
J86,Y64
F60,R71
C66,H40
F70,I83
J30,J37
B35,H05
I27,M89
I33,I42
H20,J21
J14,M93
C02,T17
E14,R11
D26,K66
I25,M47
T46,X95
J69,M31
F73,T28
D30,I01
F03,K00
G70,L12
H20,R01
A36,L98
G45,S51
I45,M10
H92,J32
N39,Y36
M20,R33
K30,T42
E40,K03
F07,G20
G93,K86
C50,I31
L60,T44
E74,E87
M95,Q65
A30,S42
G92,M10
E88,I83
S20,Y63
G35,I87
H40,Q10
C46,C60
G03,H72
C85,E86
D33,E24
J04,R43
K76,X92
A05,E86
D61,L43
Q76,S30
I89,Q05
H57,R42
I08,M79
A27,Q64
E03,F51
H43,L84
K27,M54
A32,K13
K83,M10
J04,M76
A46,Q82
F20,N97
G52,K20
I13,N30
D00,K02
C49,E83
I51,J37
C46,D04
F50,T69
C92,J85
D65,E72
E87,J32
B90,R04
E26,I10
N17,T73
K61,N41
D30,D73
K62,K65
D64,I35
D75,E31
N39,R40
A06,N50
D25,N97
I69,Q44
I25,I35
A52,Y43
I12,R00
A54,E86
A52,I78
H91,L40
H35,R09
K56,L25
C65,D50
C15,T81
I65,Q25
R23,R90
E83,M81
I51,I87
Q26,R07
N64,T85
A41,C05
I26,N30
J42,Y43
E88,K22
D73,N20
E83,N64
I50,R05
L93,M54
E85,I61
I70,N04
H02,T15
E86,R90
D50,I43
B08,Q87
T45,T49
I74,Q27
E63,R53
I51,M45
M75,M94
B85,R47
A49,D69
G57,M77
A28,I77
B45,N28
K40,K65
L60,R42
H93,M32
G47,I30
F63,L40
I20,N76
B45,C71
G70,H16
I82,M51
A87,R44
H65,L60
J18,Q64
D68,Q82
F90,J69
F51,I87
L51,N30
F52,R15
D31,F34
D47,I83
H04,H21
C04,R64
D73,Q89
D61,M06
B58,M30
G30,H40
G00,I38
G12,M21
C56,C77
F48,Y63
E16,Q24
E16,L08
R09,S03
C64,K83
I70,K11
I08,I99
E30,N30
H04,I73
C81,L90
L67,M54
J69,L85
G41,M35
D64,Y35
C32,H65
D24,M25
E16,R11
I15,N20
E27,M21
E88,K80
S31,Y84
D14,J32
J44,T85
I77,M77
F68,L91
J37,Q43
L28,L30
E24,L20
E63,I05
G81,J06
D61,L74
B45,E03
C13,C79
J98,S42
F60,L53
J43,L08
C88,I84
J96,M25
H91,R25
H35,N27
G10,G21
