code1,code2
B52,J98
G63,N45
I09,K80
C06,J44
A04,Q03
C95,R31
I99,S52
D10,I45
L93,R59
R04,R13
P02,T67
B37,N00
C68,N34
J98,L50
G63,K02
A41,M20
E86,N76
I88,K22
H02,K40
A51,N40
D58,E14
A52,E21
F10,S27
D25,N87
I44,S70
D36,D64
F10,S30
M14,N30
C16,D62
E83,I77
E05,L40
I79,T68
K52,T52
G56,K07
L22,T18
K75,K91
G03,Y36
I15,M21
C26,T56
G44,M81
E16,T13
D47,E73
L53,T15
D32,R29
B85,E83
G43,H26
A40,M61
C53,N92
C90,E85
G93,L94
D72,M31
I74,N19
B36,N30
F01,K83
I87,T66
A41,B66
A83,C78
I80,K66
I77,J39
J45,T47
F98,R32
I95,T90
C54,K30
N95,R32
K76,R64
L89,M75
G37,L25
K27,R13
B37,I15
R07,R54
H93,L30
L22,M24
E23,M62
I51,K00
F43,J42
I70,S10
B36,G93
C78,R64
B19,D69
E16,E40
B07,R32
B35,B38
F40,K91
C77,J14
D45,I67
I35,T45
I70,J96
G43,M15
J02,Y36
I31,I43
I89,Q82
E03,R49
L87,R26
R03,R64
R26,T17
E03,J39
G03,R40
C16,C81
E53,T85
D04,D68
C43,H70
E86,K59
E07,M35
C61,N13
I07,I28
D02,S04
H01,T85
L87,Q80
E14,J35
R32,T26
R79,R94
E75,H70
B67,J44
D51,E14
E51,L30
C78,I80
I49,Q61
C34,Q89
B24,D72
D13,R57
A04,R31
H81,H83
D69,M32
H54,R34
K37,K81
C75,I15
G41,K08
G57,N39
I77,R76
G47,I50
L20,R63
G41,T67
H83,R63
A41,E55
A19,I82
F42,K59
G63,R27
N36,N99
L50,R27
A18,S72
G52,Y87
M33,M76
D13,N95
D68,Q27
L93,R13
D69,P22
D59,T56
D52,N95
A04,I12
D45,D56
H25,L30
J18,R95
L30,N89
R55,T37
F50,S50
G44,R06
G20,H47
G92,J13
J98,S80
I10,M31
F06,G23
L90,R31
G60,K26
I85,N39
E63,G30
M25,Y49
I44,K29
Y50,Y59
A59,E14
J13,R05
D62,N82
N30,T68
K76,Q40
E80,K56
K52,T85
G70,K30
D47,M35
I08,K75
G30,I42
E53,T75
K26,L89
C78,Q37
G61,J13
J70,N39
A53,D86
L67,R13
K63,T73
G62,K25
J33,N46
I25,N23
F06,H40
A37,J00
I13,M62
J98,R51
D50,L52
K65,R44
A32,R04
D73,K09
A28,J47
H35,J06
C80,D00
K85,R29
I33,J43
G03,M12
G92,R60
J96,T71
I11,M35
A46,D68
C65,C67
N25,R09
I45,N19
D72,E21
H21,L53
I42,N26
E41,E87
G35,M21
I49,M30
G80,H10
I83,M23
I80,Q76
I30,R61
J70,Q24
S42,S44
G72,J20
I71,K51
A39,D89
B02,C30
H40,T67
N88,N99
L20,S31
N19,S88
J70,R11
K44,Q82
G37,G50
G83,N39
F10,I38
I08,I70
G62,I85
M32,N41
B44,R09
L53,M20
M45,T18
D65,Q21
B81,I67
G44,L94
G61,R60
R78,R98
I69,L20
T49,Y56
I26,M62
K31,M32
D62,I26
G51,T90
R21,R33
D30,J43
L89,R23
G52,H91
B35,G63
G50,M81
D65,K92
K25,R79
F95,H26
C01,C80
D50,K91
H44,M19
M20,M77
B85,E14
B19,G04
H44,L29
Q13,Y60
G83,Q24
M21,S63
G81,N32
A03,B30
I49,L93
C49,N89
B25,I25
G83,R11
M33,Q00
B37,S70
C22,K73
N89,R94
D33,R90
I51,M21
C06,Q38
M86,T82
E14,L89
I45,K21
B87,D64
B88,N50
J69,M40
D72,T66
F01,G30
F33,K11
G00,I85
C81,I86
E86,R09
K35,Q43
C26,K56
H34,I71
D69,J39
C34,R17
D05,L72
D50,N00
J69,S36
G60,I69
N28,T50
G03,Q44
K21,R27
S37,S73
K12,R40
D84,M32
L30,M43
C62,N90
F51,M21
J18,T19
I84,Q64
R55,R78
E22,Q75
K59,S63
I95,T50
D33,D36
G93,L23
E40,S10
B67,N30
A04,Q76
C60,D69
K58,Q64
S01,S80
K22,Q28
E40,J96
E87,N63
D89,E73
M49,R27
J45,J85
I77,T38
D12,J44
F10,I73
L89,S49
A83,C38
G12,K22
I80,R79
I37,J47
F60,J33
A31,H10
L60,N95
R47,T87
C50,M93
C22,I50
L93,M31
R18,R59
T59,Y53
G61,H53
E27,K22
F22,H26
A68,B37
C18,T80
D75,R29
I97,K58
C71,D48
K14,T42
I83,M25
L60,X92
I77,N03
H31,M25
G90,M62
E03,I40
A69,K75
C23,K86
I10,T66
D64,R07
E03,T38
P21,Q24
D72,F31
I69,J69
D36,J34
C57,N83
D75,I31
G70,M54
D64,R94
E41,R18
A41,K62
G30,H47
F34,H18
I25,R07
D59,K56
K91,N15
A31,C34
L72,M20
G43,L27
B58,C81
D18,N88
E87,K05
B35,I27
J44,K13
B86,D61
G12,R26
G54,M88
B37,K29
E54,T56
A41,Y87
E26,I79
D48,G51
L67,M31
F22,M15
E03,N03
J20,M85
C03,C30
D69,N39
F48,K11
C56,P08
I01,I21
J15,M25
I99,L05
C43,L72
C90,K06
C21,R60
B35,I45
E27,K80
N32,N46
C19,D75
A18,I25
I88,K37
R06,R32
G93,L04
J32,K00
H21,J18
F22,M01
G45,T17
J45,R13
H10,K85
H02,T81
G25,H70
I85,T51
L28,N43
F03,R26
I27,J66
Q62,R11
D00,Q45
E16,L89
G03,K25
F33,G45
C75,K29
G24,H54
G61,G83
K56,R78
I07,K62
A03,G40
D89,M35
I27,L66
N27,R07
D02,I50
C15,N28
B00,B26
I42,K60
A05,Y46
I78,Q13
J43,L89
K29,S04
C77,G82
G63,T79
H83,H90
M89,Q67
J31,M93
J69,J86
M02,T28
K92,N17
H34,I09
C57,I82
I78,N39
D83,H26
C18,D62
H00,N40
I20,J06
K73,R63
C63,M88
E53,J12
I50,M19
K63,T85
K85,R79
I50,L29
C31,Q67
G63,J38
A41,H91
H81,J00
B19,C95
H02,Y09
I95,N19
E03,I36
D66,N40
I26,J70
G54,N17
I71,T45
D64,G90
M70,M75
C22,R57
J39,K03
B00,H04
B82,K22
G30,I77
I78,Q24
F91,G91
F45,N50
Q33,R29
K31,N39
D47,K51
B83,C94
J69,L57
K10,Y84
B86,J41
E01,E54
E28,G56
E41,G62
J20,L40
B42,J86
J14,R34
I78,R11
L89,Q05
N50,N90
R26,R90
A31,J63
H36,S88
E73,R42
G25,X95
H11,I08
F90,J01
G93,H49
I47,J31
D00,D61
E86,N26
I44,R78
N39,P27
R27,S06
D69,I40
C68,I44
N39,S52
M25,P35
F50,H01
G90,K91
H05,H44
C16,E27
E86,G71
D32,Q03
N84,Q50
A79,D72
I30,K29
D47,I71
G41,M84
I37,I74
K76,M70
D55,P22
H02,H90
I80,N45
I50,T84
L29,L82
I72,N04
K13,Q17
D04,I74
A04,M33
D61,M81
F48,G45
K22,N28
M66,R60
L41,R21
B86,R21
D18,I99
A06,J70
I11,I71
F39,F44
M51,Q84
E73,I30
D84,N39
C77,E40
C05,H65
L08,M75
J44,K28
K05,T62
E41,K44
F98,J69
G23,H61
A41,M79
H81,L12
C02,R09
A51,Y57
A52,B24
G40,K56
F34,I36
D15,D59
D01,J37
B37,Y44
E14,Q75
D53,M81
E86,H25
F33,T19
C10,J35
A00,H54
F45,N30
E87,L29
H95,Q75
D72,G61
M41,R42
D58,J62
D30,M20
E41,G91
E22,K03
A50,F71
C71,M19
B02,J13
B65,T87
A53,I51
C71,L29
I83,M76
S72,T18
A39,D32
A30,L52
C20,H40
A19,J69
A40,K03
F39,F91
F45,G93
B19,B25
I36,R05
H40,M84
H10,I61
A42,M93
I80,R01
C63,T62
A05,A41
I20,K12
C34,J18
C34,R33
E63,F80
I08,N42
K14,N48
M93,S80
G70,J20
K91,R59
F07,M54
K60,R04
B02,R60
C92,S36
A18,R00
M77,R32
G25,M06
D61,R06
H83,K58
G51,N19
M89,X95
K66,N34
D69,P61
A39,J96
I20,R44
N33,N40
C11,G41
D69,T51
Q24,R55
B00,N30
I80,R27
D10,M81
I70,L21
C41,L08
C56,I87
N26,S05
M93,R51
K59,K61
G72,R25
M85,S30
M35,S51
H04,H35
E40,I15
B74,M05
C41,R11
K21,M75
G25,L74
I42,M62
I05,Q21
D50,G00
B00,G93
A68,E06
H05,H33
G44,H49
L50,M48
L20,N17
G63,M48
I89,L20
I05,K92
I86,K22
D56,K50
A07,B37
M62,R20
K29,K73
E24,J01
C19,E83
I13,M25
Q23,Q44
H35,R55
H83,T31
B27,M60
G63,I45
R07,R45
J69,R36
B96,N34
C06,J85
J98,L13
E24,K81
A04,J21
H44,N35
B68,E87
J20,N75
C25,Y46
I36,R55
K62,R42
D61,L94
L08,R23
H52,T50
J18,M93
K90,T16
B15,K76
A28,N48
K07,L84
C41,S72
N81,Q51
C32,R63
M70,S49
G41,R53
A41,E58
D72,T87
C77,J35
I12,K11
H44,T46
N88,N89
C88,I35
B96,I72
J20,S50
E34,N28
M15,Q67
H25,L89
C23,C77
C63,K75
L82,M15
L40,M21
I86,K80
C78,E40
K21,K82
H60,R94
R00,S70
N39,T82
A41,N36
F70,T17
D41,L98
D09,G80
R55,T78
R57,T84
R09,R94
A49,O07
D89,K51
I35,K63
F70,M86
F10,S37
A04,R27
F43,H54
G72,K14
J32,K09
E86,K60
M76,Q34
G20,K20
D47,T45
L51,M25
D44,I51
A53,B85
C55,I38
B45,R40
K91,L03
F42,K60
D30,M96
E85,J99
E04,M62
M92,P11
J30,J33
J18,V91
D15,I05
E23,I67
C56,N80
D55,N39
C62,K11
C79,R07
G41,I05
J39,N04
D58,R23
G43,I47
F39,H52
H83,R82
H70,J70
F72,K20
H01,K20
G30,T28
A69,N42
B87,I69
H33,Y64
E63,H61
O22,S70
D16,K02
F93,I69
I95,K40
F43,I08
D57,G41
M48,R20
H40,R53
F41,I51
I74,T52
J34,S10
N13,N17
L89,R40
E83,I21
B44,D38
H73,K83
D55,R11
F06,F22
N00,S25
J13,J60
L94,R07
C05,J43
J39,K11
B02,H93
K21,M48
C61,N39
B02,G83
D04,I84
F10,I02
J37,R79
J98,N00
H44,S45
A88,I10
E34,R19
I25,I95
Q40,T79
B00,H30
H10,N41
G45,R03
K92,R30
C26,D12
E86,G81
J00,J32
G41,T39
G50,H49
A96,R40
K20,R60
K59,L12
S70,S82
I70,S85
E14,K03
G52,K52
M10,R20
G40,G52
C65,N19
E55,R64
N81,R33
D04,N48
H49,I83
R32,R64
E20,I26
C19,E14
G54,R30
C06,D72
F31,R47
D51,R23
C77,L89
E67,I20
B59,T17
L30,R21
N92,R07
I13,I67
H10,H26
J69,Y45
G91,I60
R42,R48
H04,L90
A42,D42
Q04,Q18
D47,M86
L89,M12
L72,M79
C79,D47
G00,Y56
D13,R11
I45,T81
C76,K92
B25,K90
D52,R11
C16,R18
M06,T85
M81,Y45
K02,R51
D57,N19
K61,M06
J44,K62
A53,J15
C09,E41
H60,I99
B02,T69
C79,G90
E03,L55
E86,T55
A32,K75
B83,J18
K29,R57
M46,N41
I09,I36
D53,K83
I42,J70
G93,I87
D75,R31
E56,K29
M15,X95
H00,H02
I26,I67
D58,I49
K29,N95
C24,I95
B37,C08
J44,Y87
F90,I50
C54,D24
I74,T85
C57,J69
G63,Q05
E55,I21
D75,I12
H26,I12
C60,C80
A00,F48
K61,L74
C02,C49
D65,R34
J33,J45
D21,K60
K27,T87
B07,L05
D26,K38
L01,L87
G81,M89
D56,E34
L52,R70
H15,H40
E04,K91
I99,L60
K06,M10
B37,M54
C95,Q78
D52,S72
Q69,Q70
H60,H80
B26,D75
I80,T79
I50,T46
C95,T79
B38,E16
D45,J02
N64,N88
I67,J13
I78,T80
C64,I30
E40,G03
C88,Q06
L01,L44
N28,R63
N64,R94
H10,T59
I26,M76
G20,R64
A20,J86
G52,K22
G30,K20
C20,N40
D27,E65
J04,K66
Q39,R53
E86,M62
F45,M53
K81,R05
G32,R54
L89,Q44
C08,K61
G37,M51
C21,T73
I25,N43
K52,Q06
N28,Q23
L93,T87
A59,S49
C15,E67
E73,G44
B27,B37
E71,K05
I44,M94
A75,H51
D56,I09
H01,R64
A32,I47
D38,R04
K40,N32
D51,I49
H91,I61
I67,R60
I60,R13
K73,N17
A07,E06
A87,G43
E16,K03
E31,R04
I95,Q23
I83,K27
C92,I33
B35,M81
A00,D68
C68,K66
B34,T17
D04,N40
D50,K30
F06,H02
F22,I70
A04,B38
D89,T45
K75,M54
D06,N75
G52,R26
R60,R79
K42,L42
M89,T82
D33,G93
B35,N64
E22,J31
M12,M24
H43,N19
C12,F91
G47,Q24
G20,I21
E53,I80
J41,K70
H01,I80
B35,Y51
C13,D36
M60,R78
A18,K90
D69,E56
F63,I61
K76,L89
L43,N88
D37,D75
E22,H10
A04,A40
G47,R11
D44,R59
N28,S31
A59,I49
J15,K27
J98,S70
E14,P78
C03,Q68
R01,R59
E78,R51
C67,I27
C88,I80
A40,H10
L03,R79
A04,T79
C92,I20
H20,H47
B35,S40
D37,K70
F45,H83
N75,N80
N90,Y49
G70,R25
K26,N04
F60,M30
G92,T85
H83,I35
L08,T18
F90,N95
H57,L70
H11,S00
B45,D83
C32,E22
L60,R11
G72,M13
E53,K04
A04,J38
K83,T85
I67,K21
E53,Q40
A40,C34
I11,J32
I80,K82
C31,T67
D18,K22
A41,K52
I69,R42
G93,M95
B35,R06
J44,M79
F48,M93
B94,G81
E83,K00
E86,L52
G61,T85
I71,Q87
B40,J98
F43,F48
H11,T15
Q17,R90
C88,K04
N17,Y87
Q23,T68
N30,R44
G70,R47
H54,V97
R07,T67
R13,R83
C65,C74
D53,G30
C01,D00
C06,E21
C15,R07
I84,R31
F41,J15
A22,D52
K91,T66
G37,R60
I71,K63
A23,G95
K20,T69
D80,R11
B00,H83
G91,R94
R20,T90
A46,J01
D12,R70
N04,T69
K58,R31
G81,I65
H05,J98
H74,N30
D89,M86
J15,Q43
C52,D25
L60,S72
B35,Q72
K81,R39
D64,S98
J32,J33
E40,Y44
K01,R03
D18,K80
K83,T75
C02,D38
I44,I78
D37,K66
A04,G63
C18,E87
E14,N04
I25,S98
D04,S04
D44,R13
D28,N84
D61,H49
G25,K86
K20,Y84
K56,M85
R07,S30
E14,S88
D12,D72
C10,D01
J03,M19
G51,Q23
G70,K14
K56,V94
E88,R90
E85,M06
C02,C03
I35,J44
F42,N97
R57,T46
D68,N40
K28,L43
I95,T81
C64,N32
J98,K29
A87,D31
T47,T48
B35,L94
C49,D18
C91,E16
C04,C33
E34,J45
G23,J18
H66,J47
J00,K63
D59,S35
G23,R33
Q89,R17
G43,M35
I80,M48
C06,T66
A41,L28
H20,I77
D58,M24
D10,G30
N13,R30
I24,I26
B37,B82
D68,Y83
E31,E65
L30,Q82
F41,R13
A04,K82
M30,R21
J38,R05
D68,I97
D50,M54
D04,F34
N30,W17
B25,E87
B37,J20
D68,J01
B37,M94
C22,N39
A41,K22
E07,R90
D52,I25
C88,J14
S01,S70
M95,R23
I36,J44
G21,H61
E03,G92
N39,Y46
N60,N83
K37,N80
B46,T80
M35,N03
I51,L10
B19,S77
L08,Y36
K22,R07
N17,R94
A02,J96
B65,I61
E86,J70
G56,J62
J04,R79
D68,K81
J15,R36
H70,I67
A23,F50
S05,T70
C16,C31
E03,K92
H65,I25
H16,K58
H91,N41
C43,R53
D51,T18
L58,L72
G44,H61
G37,H53
I38,N19
B26,E83
C22,R11
G30,I21
D59,H11
A22,C03
D73,Q61
G03,H51
J96,K70
E24,N95
D32,R27
G62,J06
G41,K59
J14,J46
B19,G70
A41,R26
C32,N17
L03,N45
B37,C32
D48,R07
D47,R90
J69,O87
D42,I61
A41,Q80
C21,T85
E83,M21
I74,J12
F10,R09
L27,R00
E27,I36
I07,K22
L08,R40
A51,I98
D30,N36
I67,T69
E80,F33
J13,M05
C24,C25
E03,R48
A04,M48
K63,Q06
E07,Q35
B19,K76
E34,E67
L28,R51
A51,C91
K08,L50
B37,C96
G41,N63
B66,I27
C56,Q51
J86,J99
I73,Q82
G90,K30
N95,R42
R18,T87
C81,T84
D12,D58
I81,R09
E51,K03
B00,R83
E87,N97
E16,N04
F34,Q21
C10,K03
F63,H26
C67,H40
A04,I45
N20,Q63
B67,N82
C18,R18
C77,N90
E14,H10
D15,D48
E41,F39
T11,W17
A03,L89
F34,K92
D75,M33
G21,J06
H26,M33
E58,E87
I84,P01
A98,D45
H15,M81
G37,G83
G81,K56
N03,R31
H40,K59
J85,K92
J96,K66
Q27,Y36
D16,K82
D02,R11
L53,R57
I87,R04
C49,H05
M22,M35
E16,K11
I13,K27
I35,N30
J06,L50
I69,N32
G41,K05
I42,I67
A53,D75
D58,R40
I44,L40
I70,R34
A41,D09
F95,M35
A07,I42
B37,Y43
N34,N83
K37,N20
L08,M12
B37,I78
D07,I89
D04,D33
C55,E28
D71,R09
I30,M94
J99,R21
R55,S50
B55,I67
B00,K61
A48,K70
J98,Y44
C82,L89
H11,T42
D72,I61
N64,N81
D73,L93
B67,I26
D65,K06
I05,R34
J43,K11
I15,M30
D41,I71
A19,I30
H40,N63
M32,M35
C70,R53
G37,Q68
N36,R21
J38,M46
K51,K92
D58,Q22
E55,M21
D50,G05
D01,R33
C70,C77
D69,G92
A02,L13
D34,R90
G96,R33
I83,J02
F63,Q96
G62,K12
I21,R04
K22,Q12
C31,H21
A18,Q64
I45,J12
S04,T43
D37,R79
D47,K63
F41,K07
B37,Y65
C16,J42
G45,S06
C79,N43
J32,M77
D59,E74
F45,J00
C04,Y49
D12,E21
E34,R07
K02,L13
B35,L23
I79,R15
H49,I79
C26,I69
C34,I72
C18,S41
I46,R63
J18,M60
G92,J12
K91,P00
I11,K63
B48,I73
M62,N99
I21,R96
G56,R23
H40,K05
D61,E16
S40,S42
H66,T42
D16,M48
D34,D36
B86,L20
D62,R63
C96,I67
G50,M95
H73,L90
I13,Q43
J13,R59
N34,R32
D51,R40
Q61,R18
K63,Q40
I12,M93
L53,R26
C91,Y41
K08,R51
I27,R18
K20,T73
C61,D62
G51,H90
K25,T18
A48,K66
C34,D04
L66,T84
Q68,Q90
C43,M11
J46,P39
N36,N85
E73,M89
H53,R03
C77,K03
A19,A41
A06,K27
D50,J20
I37,I50
J42,N41
A05,N60
G47,L66
D53,E16
C91,H61
B08,G00
H50,I25
L98,R63
B37,I81
J13,J15
C68,N45
D83,E73
G21,K12
B33,M81
I95,K58
A52,H26
I87,M15
B00,J00
J13,O08
N00,R64
D12,T66
C01,F10
H16,H50
G63,L94
K30,L30
N39,N71
P59,R64
A59,R40
K76,N90
D75,J21
D69,E27
B47,B85
E22,G20
A98,M75
D35,F34
G20,M21
C74,I80
A41,S51
C24,D13
F42,M25
C20,Y57
G72,N28
G43,K51
G21,R44
K56,S50
J06,R51
G45,K76
H49,Y49
G93,L53
H26,R01
G90,I11
K30,K31
A40,G20
B02,T85
F20,I12
B45,E86
B35,L04
C18,K44
A40,C56
B37,G72
M76,S83
F50,H91
H54,J43
M20,P74
M00,N19
M93,S70
D61,J37
I31,T50
D89,R90
K59,T50
G25,R53
M41,M89
I84,M33
H46,H52
B25,I31
I21,M15
M23,M72
D75,R27
F41,L85
H26,R27
G30,K00
E53,G82
G81,R20
I70,T78
I82,K28
M31,N41
J42,M15
F20,K66
A02,R61
J13,R13
G52,J39
D72,R04
K02,N00
K58,M33
M88,R34
J04,R27
Q34,T56
E34,E78
A06,Q43
L60,T80
R53,S49
N83,T62
Q76,R44
B35,G30
C77,D06
C13,J44
F41,F43
D61,I87
K74,Q45
C16,D50
K31,R48
C23,L29
E21,L72
A49,L13
C88,G82
A27,R60
D31,L89
I07,S51
D26,N83
G56,I49
B25,K44
B37,L40
J05,K91
D25,K66
H35,I51
D12,F31
A41,K37
B07,N32
L40,M77
I51,M30
H34,J44
H52,T81
D61,H00
L84,S88
Q24,T47
D83,M35
E26,K92
N39,Q39
E74,R60
C15,I95
G30,H57
I67,T73
H10,I47
J00,J44
C53,M81
C17,R34
C20,C26
F48,G10
C84,R64
E56,E63
I37,R57
D50,Y43
A30,M54
D56,R55
K44,Y46
D50,I78
C53,N64
Q89,R00
R06,R42
N28,R82
C30,H44
K70,R60
L91,R07
A66,G23
B35,H49
I85,R18
I51,L93
A42,B37
A37,R63
S63,T81
J86,J98
D10,J37
I10,R04
G51,K58
I95,R82
E87,M25
E50,K29
D72,H26
D30,K52
I74,Q71
B96,I12
M08,Y36
I71,N50
D29,K63
A53,E83
G82,R47
I27,K44
E40,E63
H02,J14
R60,T79
D29,R15
B00,N82
D84,E27
I28,M10
B15,Q15
A30,B74
I09,Q21
E73,I65
K50,M06
G63,K83
C58,I67
D32,G63
N34,Y61
M85,N76
K62,M89
D58,K25
F43,T42
F31,N28
B37,R25
J46,J67
D33,R83
K29,Q24
C56,N87
D02,I25
D21,M25
K90,M06
K29,L08
E22,G50
I09,K92
D89,K63
S36,S71
E86,I67
E05,R94
G00,G56
D35,K73
D58,D83
K29,R11
M81,R54
J30,R20
B85,F20
A18,I31
H66,I84
C03,T85
D72,M15
B01,K56
J69,Q04
H27,M92
L56,M10
E24,M45
D16,Q05
E58,K44
F42,I67
I06,N28
E16,E72
A46,R57
C80,N19
G82,K14
D58,I85
J86,M06
C67,M81
A41,I79
G93,J18
G93,R33
H52,H90
I31,N19
G40,I69
B27,D73
M65,M67
G30,M21
E07,N21
G52,H18
D00,J69
G41,H25
I40,N17
H10,I46
G21,L82
H93,J31
B00,I26
G45,I43
F70,H04
A32,K51
J60,J63
G43,I09
H10,L98
E86,M76
E78,R61
C91,K12
D61,H61
E04,K30
N35,N89
D30,N13
F42,R43
B24,R04
I71,N30
K20,T85
F34,M42
G80,R60
I11,J04
G57,G62
F42,M76
B00,T48
C78,D06
C52,D27
S51,S85
J13,M31
D12,G47
K10,K20
H83,L30
C51,C80
J01,R79
C48,R40
G56,K10
I38,R63
B83,D04
J98,M54
L03,M75
G83,Q84
C10,J31
J44,K22
H00,N20
D51,D83
B25,L51
I50,R43
K41,R64
E14,G20
I08,R90
H73,J06
I10,M15
S83,V91
H83,K31
A27,G83
I07,I79
C10,H10
K02,S70
A95,S11
F31,F41
B78,I27
C43,K59
I87,L71
I38,Q23
E31,I70
G63,H43
A98,I49
D68,N95
F73,N39
M06,R64
A52,L27
A41,J39
E72,N17
J02,J32
A59,K25
C67,R06
C13,Q38
G51,R82
E05,G90
K60,N42
G63,K65
S41,T81
K28,K86
M86,T84
H54,Q11
D68,X92
F20,R79
I21,L27
I87,M88
C77,K11
M61,T70
K63,M70
D55,D57
C10,C34
H74,R83
R13,T43
K21,K83
H10,Q10
J44,K80
Q24,R59
J32,Q61
A48,E14
J96,K02
G91,Q01
K27,N41
I83,Y55
E21,K08
C00,H74
F51,G45
F31,F45
I05,K06
L53,M32
S06,V91
A31,J13
C54,C71
D44,E83
D61,N20
B46,E27
I70,M85
A53,E14
C55,R09
L23,L27
C95,M81
H02,L30
K26,M93
D47,J44
C67,Q72
B37,B55
K40,Y54
C22,D62
I02,T67
R53,T18
E41,Q27
I27,L51
G56,M24
M05,R79
E05,I99
C73,R29
G50,L53
D75,Q78
I74,I80
K14,M32
D89,S71
D52,Y63
H53,S42
D75,T79
I20,I51
H18,Q11
B59,H04
J00,S73
A03,L10
I11,J44
E73,K56
H26,T79
G03,G56
I13,Q63
J70,K44
L89,L90
M77,R42
R33,Y84
D13,K90
M21,P55
D61,Q89
D52,K90
J15,Y55
P39,R33
C76,J42
G44,J18
N80,Y84
E87,R43
Q22,Q25
C54,E03
A02,K29
E34,I07
M89,Q39
E87,M76
D75,J38
I25,R51
I02,S27
I49,Y52
R70,R71
I28,Q27
G51,H50
D13,D57
L08,T68
I73,J98
I67,T85
D52,D57
J13,L85
H01,I10
J14,J43
C49,J98
D15,K60
I82,K62
J32,M30
K02,K29
I99,T56
E34,I95
F90,S72
H35,J15
K27,M15
K29,T51
D35,N73
H27,H28
R31,S70
F70,G93
J18,Q68
F43,I84
H66,J01
H27,H90
R26,R83
D21,M76
N19,R60
I82,Y87
A02,B35
B35,E16
L03,R23
J99,R32
H91,I37
G70,N28
C81,E41
E88,N30
G83,G91
D50,R25
J99,O22
C70,K59
M31,Y36
N85,T66
S27,Y44
B07,E20
J04,M75
D47,N50
N36,R32
R05,R32
I51,T19
B90,G11
J02,R05
F17,M15
H44,L57
B96,R79
K76,N04
I78,R18
E88,G93
D68,E05
A54,N35
C41,E87
J32,L93
F63,K75
D75,G63
G80,G83
C94,J02
D40,I40
J46,Q76
D24,E84
J47,L50
K31,N33
D72,L27
N27,R51
C24,C78
G56,Y36
J18,Y84
H20,I21
L90,M81
I80,K41
N63,R21
G54,G95
E07,N30
D50,R47
P39,R00
N21,N41
T04,T69
C91,L82
E53,L89
J86,T82
D10,Q89
I46,N17
L90,N64
H35,R13
J15,S02
R79,S10
J01,K02
J37,J64
D61,R71
C91,L01
G58,J47
H91,R35
I35,L03
I45,I80
B01,G52
H90,R04
K66,M33
L57,M33
J69,J99
C70,D48
D15,G81
D62,N17
R53,Y36
E23,R47
M25,R34
J43,L25
G41,G81
G03,R55
D75,K82
I20,M05
F10,M62
C88,L89
C78,K11
B27,I77
G92,I80
G80,Q68
D69,G62
M76,R70
E72,I70
K11,K76
B85,I46
H91,I47
E24,L08
A88,G45
I74,J14
H66,S04
H10,M35
D50,K14
G56,R40
L25,M25
C76,D50
J98,M94
D47,N30
L98,N17
G81,S05
K52,L89
I47,J13
G80,T69
K22,S98
Q89,Y63
F34,R34
J41,J62
G12,K92
I36,L03
E27,G92
T79,Y63
B78,H40
H53,S06
C76,D25
J14,K13
A41,I40
B35,I87
I45,K04
D69,D82
G45,H83
F60,K26
I10,L27
J02,R55
I45,Q40
A41,T38
B46,E87
B59,G93
K04,R94
C76,K06
R09,Y49
L60,Y63
E27,K92
D47,G93
B71,J98
C64,T56
G50,J18
A49,K29
H33,Y36
B96,M33
J44,S51
M24,N19
D51,T68
G92,K04
E78,K29
N99,R33
F22,T45
I69,M89
G57,L84
E20,R04
H61,K50
E73,R20
J67,L98
I47,R60
A41,N03
I48,N19
L27,Q64
K12,R05
A04,Q72
A31,H93
K83,Q40
J46,R79
B44,M54
E16,M93
C32,D34
D29,J44
A30,Y65
B37,I89
G03,M46
I87,K75
D33,I26
J41,M75
K30,L89
D75,M48
L53,N39
H26,M48
G51,I35
K14,Q13
L90,Q72
M81,Q67
N32,S37
B40,C77
G56,M12
I49,Q45
D89,J44
J04,M48
Q64,Q79
D55,E87
B33,H49
J43,M93
D80,K90
J31,L92
J47,R51
I11,S73
A04,L94
D75,I45
K81,M05
H26,I45
I77,L84
D58,E86
K14,N39
N89,S10
S02,Y62
G25,N63
A52,K75
H90,M15
Q38,T85
I26,J30
D89,H04
A23,K76
F31,J45
G57,J42
H91,L98
J44,K37
F03,R48
J20,R94
E83,M77
E06,E63
C53,Y57
F20,R27
H53,K76
I26,R47
C15,D44
I21,K75
I50,J86
D56,J44
I70,J46
C20,N80
B24,L27
K14,Q24
C14,G52
J42,K75
I78,K44
C24,D65
E86,I11
I45,J14
A30,Q63
E03,L84
C61,E87
B96,N45
J69,T40
K14,R11
K29,T80
I05,J46
I83,R54
I15,N61
F63,I46
G71,R53
R00,R25
D61,L53
I47,K21
J06,N00
H00,I25
G92,J14
F63,L98
M19,S88
L57,R01
H69,I70
A52,I70
T51,Y62
A07,K20
A41,I36
H72,H73
I12,M60
C21,R64
K27,L27
J98,Y43
F10,K91
G25,K05
H44,I20
H35,M31
I50,L57
K12,R55
L28,S70
I77,J42
I80,K83
J06,R61
C95,K83
I20,J15
I21,I70
D13,E87
H65,I72
A37,N17
L03,Q05
B34,G93
E04,J20
I01,M30
F22,M86
I65,I77
H05,L60
B82,K92
E86,F98
B87,Q82
I79,M67
G72,R07
J15,R54
I81,K91
N19,T69
I72,J13
D51,E86
L57,R27
I11,S83
C21,I80
E45,R13
